Level,Name,Code,Parent
Barangay,PAMANLINAN,PNL,BISLIG CITY
Barangay,PAMAYPAYAN,PNP,BISLIG CITY
Barangay,POBLACION,PNA,BISLIG CITY
Barangay,SAN ANTONIO,SOT,BISLIG CITY
Barangay,SAN FERNANDO,SOR,BISLIG CITY
Barangay,SAN ISIDRO (BAGNAN),SOS,BISLIG CITY
Barangay,SAN JOSE,SEJ,BISLIG CITY
Barangay,SAN ROQUE (CADANGLASAN),SEO,BISLIG CITY
Barangay,SAN VICENTE,SEC,BISLIG CITY
Barangay,SANTA CRUZ,SZA,BISLIG CITY
Barangay,SIBAROY,SYA,BISLIG CITY
Barangay,TABON,TNB,BISLIG CITY
Barangay,TUMANAN,TNA,BISLIG CITY
Municipality,CAGWAIT,CGW,SURIGAO DEL SUR
Barangay,ARAS-ASAN,ANA,CAGWAIT
